r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
1.200708e+06 	1.301858e+09 	1.085064e+05 	1.604931e+22 	1.255331e-01 	2.841171e+08 	2.276682e+09 	5.990458e+38 	3.916192e+38 	7.468138e+09 	3.333333e-01 	
1.200717e+06 	1.298279e+09 	1.073081e+05 	1.584841e+22 	1.269326e-01 	2.837263e+08 	2.248371e+09 	5.990430e+38 	3.916190e+38 	7.398181e+09 	3.333333e-01 	
1.200726e+06 	1.294711e+09 	1.061231e+05 	1.565007e+22 	1.283478e-01 	2.833360e+08 	2.220413e+09 	5.990402e+38 	3.916188e+38 	7.328870e+09 	3.333333e-01 	
1.200736e+06 	1.291153e+09 	1.049511e+05 	1.545427e+22 	1.297787e-01 	2.829464e+08 	2.192804e+09 	5.990374e+38 	3.916186e+38 	7.260197e+09 	3.333333e-01 	
1.200745e+06 	1.287605e+09 	1.037921e+05 	1.526097e+22 	1.312256e-01 	2.825574e+08 	2.165540e+09 	5.990347e+38 	3.916184e+38 	7.192157e+09 	3.333333e-01 	
1.200755e+06 	1.284067e+09 	1.026459e+05 	1.507014e+22 	1.326886e-01 	2.821691e+08 	2.138616e+09 	5.990319e+38 	3.916182e+38 	7.124745e+09 	3.333333e-01 	
1.200764e+06 	1.280540e+09 	1.015124e+05 	1.488174e+22 	1.341679e-01 	2.817813e+08 	2.112027e+09 	5.990291e+38 	3.916180e+38 	7.057954e+09 	3.333333e-01 	
1.200773e+06 	1.277024e+09 	1.003913e+05 	1.469576e+22 	1.356637e-01 	2.813941e+08 	2.085771e+09 	5.990263e+38 	3.916178e+38 	6.991779e+09 	3.333333e-01 	
1.200782e+06 	1.273517e+09 	9.928268e+04 	1.451214e+22 	1.371762e-01 	2.810075e+08 	2.059842e+09 	5.990236e+38 	3.916176e+38 	6.926215e+09 	3.333333e-01 	
1.200792e+06 	1.270021e+09 	9.818627e+04 	1.433087e+22 	1.387056e-01 	2.806215e+08 	2.034237e+09 	5.990208e+38 	3.916174e+38 	6.861256e+09 	3.333333e-01 	
1.200801e+06 	1.266535e+09 	9.710197e+04 	1.415190e+22 	1.402520e-01 	2.802361e+08 	2.008950e+09 	5.990180e+38 	3.916172e+38 	6.796896e+09 	3.333333e-01 	
1.200810e+06 	1.263059e+09 	9.602964e+04 	1.397522e+22 	1.418157e-01 	2.798512e+08 	1.983980e+09 	5.990153e+38 	3.916169e+38 	6.733131e+09 	3.333333e-01 	
1.200819e+06 	1.259593e+09 	9.496915e+04 	1.380080e+22 	1.433968e-01 	2.794670e+08 	1.959321e+09 	5.990125e+38 	3.916167e+38 	6.669954e+09 	3.333333e-01 	
